id	date	comment
5.39603E+17	Tue Dec 02 02:11:50 +0000 2014	Mother challenges NHS ombudsman 
5.3958E+17	Tue Dec 02 00:41:58 +0000 2014	Controversial DNA test comes to UK 
5.39562E+17	Mon Dec 01 23:29:18 +0000 2014	VIDEO: A week in the life of a care worker 
5.39538E+17	Mon Dec 01 21:53:27 +0000 2014	HIV evolving 'into milder form' 
5.39493E+17	Mon Dec 01 18:54:07 +0000 2014	Home care services 'close to crisis' 
5.39456E+17	Mon Dec 01 16:28:41 +0000 2014	Scientists make enzymes from scratch 
5.39456E+17	Mon Dec 01 16:28:41 +0000 2014	Ebola crisis: WHO upbeat on targets 
5.39381E+17	Mon Dec 01 11:32:16 +0000 2014	Paedophile doctor jailed for 22 years 
5.39343E+17	Mon Dec 01 08:59:04 +0000 2014	C. diff rates rise at two hospitals 
5.39334E+17	Mon Dec 01 08:23:42 +0000 2014	Extra £65m for Welsh health services 
5.39326E+17	Mon Dec 01 07:51:02 +0000 2014	"Huge risk of Ebola spread, warns UN "
5.39326E+17	Mon Dec 01 07:51:02 +0000 2014	NI has largest HIV rise since 2000 
5.39326E+17	Mon Dec 01 07:51:01 +0000 2014	Assisted suicide: The Shipman effect 
5.39309E+17	Mon Dec 01 06:43:19 +0000 2014	VIDEO: Charlize Theron on World Aids Day 
5.39309E+17	Mon Dec 01 06:43:19 +0000 2014	US footballers 'show brain changes' 
5.39309E+17	Mon Dec 01 06:43:19 +0000 2014	Dementia patients 'lack proper care' 
5.39253E+17	Mon Dec 01 03:01:18 +0000 2014	Screen more' for cancer risk genes 
5.39241E+17	Mon Dec 01 02:15:50 +0000 2014	VIDEO: Where did Aids come from? 
5.38983E+17	Sun Nov 30 09:10:04 +0000 2014	VIDEO: 'Donor organ gave me cancer' 
5.38883E+17	Sun Nov 30 02:33:16 +0000 2014	Protein 'key to heart muscle defect' 
5.38826E+17	Sat Nov 29 22:46:19 +0000 2014	Osborne to pledge extra £2bn for NHS 
5.38735E+17	Sat Nov 29 16:45:15 +0000 2014	Mentally ill teenager held in cell 
5.38718E+17	Sat Nov 29 15:36:37 +0000 2014	"West Africa Ebola toll nears 7,000 "
5.387E+17	Sat Nov 29 14:24:39 +0000 2014	Making the most of life with cystic fibrosis 
5.387E+17	Sat Nov 29 14:24:39 +0000 2014	VIDEO: NHS 'U-turn' over drug trial money 
5.38494E+17	Sat Nov 29 00:47:31 +0000 2014	NHS 'U-turn' over drug trial money 
5.38415E+17	Fri Nov 28 19:31:46 +0000 2014	Delayed discharges reach record high 
5.38281E+17	Fri Nov 28 10:37:42 +0000 2014	Lowest ever winter deaths recorded 
5.38281E+17	Fri Nov 28 10:37:42 +0000 2014	Ebola test results 'in 15 minutes' 
5.38281E+17	Fri Nov 28 10:37:42 +0000 2014	VIDEO: 'Too few' toddlers having flu vaccine 
5.38213E+17	Fri Nov 28 06:09:03 +0000 2014	Mental health deaths as beds cut 
5.38173E+17	Fri Nov 28 03:31:25 +0000 2014	Hollande to visit Ebola-hit Guinea 
5.38157E+17	Fri Nov 28 02:25:55 +0000 2014	Huddles 'help children's hospital care' 
5.38157E+17	Fri Nov 28 02:25:54 +0000 2014	Children tested for Ebola on Tyneside 
5.38132E+17	Fri Nov 28 00:48:39 +0000 2014	Too few' toddlers having flu vaccine 
5.38017E+17	Thu Nov 27 17:12:21 +0000 2014	How much will the chancellor give the NHS? 
5.37977E+17	Thu Nov 27 14:31:05 +0000 2014	Phillip Hughes: How is the brain injured? 
5.37959E+17	Thu Nov 27 13:21:40 +0000 2014	Food bug affects 70% of shop chickens 
5.37932E+17	Thu Nov 27 11:31:41 +0000 2014	AUDIO: Schizophrenia assumptions challenged 
5.37886E+17	Thu Nov 27 08:28:16 +0000 2014	VIDEO: Poor liver disease detection rates 
5.37798E+17	Thu Nov 27 02:41:00 +0000 2014	Exciting' bladder cancer drug trial 
5.37791E+17	Thu Nov 27 02:11:29 +0000 2014	Fifth of millennium babies 'obese' 
5.37791E+17	Thu Nov 27 02:11:29 +0000 2014	GPs 'failing' to find liver disease 
5.37777E+17	Thu Nov 27 01:17:22 +0000 2014	Guidelines favour weight loss ops 
5.37775E+17	Thu Nov 27 01:09:42 +0000 2014	VIDEO: MSF will stay till 'very end' 
5.37775E+17	Thu Nov 27 01:09:42 +0000 2014	VIDEO: Sadness at Ebola's young victims 
5.37775E+17	Thu Nov 27 01:09:41 +0000 2014	Tracing the Ebola outbreak 
5.37767E+17	Thu Nov 27 00:35:00 +0000 2014	Many elderly 'struggle' at home 
5.37741E+17	Wed Nov 26 22:55:25 +0000 2014	Ebola vaccine trial 'promising' 
5.37734E+17	Wed Nov 26 22:26:29 +0000 2014	VIDEO: Ebola vaccine trial 'encouraging' 
5.37621E+17	Wed Nov 26 14:57:58 +0000 2014	VIDEO: MP woke from coma and asked to pay bill 
5.37621E+17	Wed Nov 26 14:57:58 +0000 2014	VIDEO: Movember moustache praise from PM 
5.37592E+17	Wed Nov 26 13:03:32 +0000 2014	A&amp;E care 'still unsafe' at hospital 
5.37566E+17	Wed Nov 26 11:18:45 +0000 2014	Vitamin D warning from NICE 
5.37436E+17	Wed Nov 26 02:40:43 +0000 2014	Silver surfers' more health savvy 
5.37403E+17	Wed Nov 26 00:30:16 +0000 2014	Learning disability care 'failing' 
5.37403E+17	Wed Nov 26 00:30:16 +0000 2014	Call for £2bn more for NHS in England 
5.37297E+17	Tue Nov 25 17:28:19 +0000 2014	MSP's tears over C. diff deaths 
5.37278E+17	Tue Nov 25 16:14:30 +0000 2014	The problem with freezing stem cells 
5.3724E+17	Tue Nov 25 13:44:20 +0000 2014	AUDIO: Alzheimer's and schizophrenia linked 
5.3723E+17	Tue Nov 25 13:02:27 +0000 2014	Girl died after stem cell transplant 
5.37192E+17	Tue Nov 25 10:33:31 +0000 2014	E-cigarette 'lure' might be baseless 
5.37064E+17	Tue Nov 25 02:02:20 +0000 2014	Many lonely elderly call helpline 
5.37046E+17	Tue Nov 25 00:52:13 +0000 2014	VIDEO: 'End of life care needs more effort' 
5.37038E+17	Tue Nov 25 00:19:27 +0000 2014	Brain's dementia weak spot found 
5.36941E+17	Mon Nov 24 17:54:48 +0000 2014	VIDEO: 'My daughter felt trapped in hospital' 
5.36934E+17	Mon Nov 24 17:27:36 +0000 2014	Bag-for-life 'bug risk' advice 
5.36834E+17	Mon Nov 24 10:47:47 +0000 2014	VIDEO: NHS pay: Staff morale is 'dreadful' 
5.36834E+17	Mon Nov 24 10:47:47 +0000 2014	Transplant fears over kidneys deaths 
5.36794E+17	Mon Nov 24 08:09:13 +0000 2014	Public have say on health services 
5.36794E+17	Mon Nov 24 08:09:13 +0000 2014	Delayed C. diff outbreak report due 
5.36712E+17	Mon Nov 24 02:43:26 +0000 2014	NHS staff stage four-hour strike 
5.36712E+17	Mon Nov 24 02:43:26 +0000 2014	Ebola trials 'best chance' for cure 
5.36678E+17	Mon Nov 24 00:30:49 +0000 2014	The battle for control of the cigarette packet 
5.36678E+17	Mon Nov 24 00:30:48 +0000 2014	Suicide risk falls after talk therapy 
5.36473E+17	Sun Nov 23 10:54:56 +0000 2014	VIDEO: Understanding autism: Living in a box 
5.36407E+17	Sun Nov 23 06:33:28 +0000 2014	Journey through the Ebola heartland 
5.36319E+17	Sun Nov 23 00:43:29 +0000 2014	Mental health nursing cuts warning 
5.36255E+17	Sat Nov 22 20:28:35 +0000 2014	Ebola team will miss 'human touch' 
5.36075E+17	Sat Nov 22 08:31:41 +0000 2014	VIDEO: Labour calls for NHS investment 
5.36075E+17	Sat Nov 22 08:31:41 +0000 2014	VIDEO: NHS staff set off to help fight Ebola 
5.35984E+17	Sat Nov 22 02:33:48 +0000 2014	NHS staff to fly out to fight Ebola 
5.35895E+17	Fri Nov 21 20:39:59 +0000 2014	VIDEO: A&amp;Es miss four-hour wait standard 
5.35809E+17	Fri Nov 21 14:58:28 +0000 2014	VIDEO: Bid to 'remove worst bits' of Health Act 
5.35765E+17	Fri Nov 21 12:02:25 +0000 2014	A&amp;Es miss four-hour wait standard 
5.35741E+17	Fri Nov 21 10:28:16 +0000 2014	Early sign of yellow fever found 
5.35707E+17	Fri Nov 21 08:11:41 +0000 2014	VIDEO: 'Bed blockers face legal action' 
5.35625E+17	Fri Nov 21 02:46:48 +0000 2014	MPs to debate NHS 'privatisation' 
5.35594E+17	Fri Nov 21 00:43:51 +0000 2014	No fertility help for cancer young' 
5.35594E+17	Fri Nov 21 00:43:51 +0000 2014	NHS 'should use cancer drug for eyes' 
5.35502E+17	Thu Nov 20 18:38:25 +0000 2014	Watchdog ranks mental health trusts 
5.35494E+17	Thu Nov 20 18:04:16 +0000 2014	Breastfeeding voucher trial results 
5.35485E+17	Thu Nov 20 17:29:08 +0000 2014	Female bosses 'more depressed' 
5.35401E+17	Thu Nov 20 11:56:59 +0000 2014	Bed blockers 'face legal action' 
5.35401E+17	Thu Nov 20 11:56:59 +0000 2014	Unions consider Wales-only pay deal 
5.3533E+17	Thu Nov 20 07:12:27 +0000 2014	VIDEO: Obesity costs UK £47bn a year 
5.35266E+17	Thu Nov 20 03:00:40 +0000 2014	Obesity 'costing same as smoking' 
5.35251E+17	Thu Nov 20 01:57:34 +0000 2014	Complex jobs 'may protect memory' 
5.35251E+17	Thu Nov 20 01:57:34 +0000 2014	VIDEO: HIV now and then: 1982 vs 2014 
5.35251E+17	Thu Nov 20 01:57:33 +0000 2014	"Double cancer referrals, GPs urged "
5.35142E+17	Wed Nov 19 18:47:00 +0000 2014	Pork gelatine flu spray concerns 
5.35126E+17	Wed Nov 19 17:40:54 +0000 2014	Abortion protester harassed worker 
5.35101E+17	Wed Nov 19 16:03:14 +0000 2014	Covert care camera guidance approved 
5.35101E+17	Wed Nov 19 16:03:14 +0000 2014	VIDEO: Virtual avatars reduce self-criticism 
5.35074E+17	Wed Nov 19 14:17:28 +0000 2014	VIDEO: MP's bill to 'put right NHS mistakes' 
5.35058E+17	Wed Nov 19 13:13:29 +0000 2014	AUDIO: Surgeon's records made public 
5.35058E+17	Wed Nov 19 13:13:29 +0000 2014	NHS misses cancer treatment targets 
5.35042E+17	Wed Nov 19 12:08:16 +0000 2014	AUDIO: Early years of sex research on display 
5.34983E+17	Wed Nov 19 08:14:36 +0000 2014	VIDEO: NHS to publish surgeon data 
5.34953E+17	Wed Nov 19 06:15:46 +0000 2014	British nurse back to help after Ebola recovery 
5.34918E+17	Wed Nov 19 03:57:31 +0000 2014	Ebola research receives $5.7m boost 
5.34895E+17	Wed Nov 19 02:24:20 +0000 2014	Diabetics denied vital prescriptions 
5.34895E+17	Wed Nov 19 02:24:19 +0000 2014	NHS to publish surgeon outcomes data 
5.34814E+17	Tue Nov 18 21:01:10 +0000 2014	Infected' kidneys rejected as unfit 
5.34767E+17	Tue Nov 18 17:55:38 +0000 2014	VIDEO: Prince supports educational Ebola video 
5.34758E+17	Tue Nov 18 17:19:47 +0000 2014	Concern over rising heart infection 
5.34711E+17	Tue Nov 18 14:13:48 +0000 2014	Surgeon convicted of patient attacks 
5.34685E+17	Tue Nov 18 12:31:25 +0000 2014	EastEnders 'breaking cancer taboo' 
5.34685E+17	Tue Nov 18 12:31:25 +0000 2014	Better sex-and-dementia care call 
5.34679E+17	Tue Nov 18 12:04:28 +0000 2014	Poor 'have fewer teeth' than rich 
5.34651E+17	Tue Nov 18 10:16:46 +0000 2014	Watchdog ranks GP surgeries by risk 
5.34651E+17	Tue Nov 18 10:16:45 +0000 2014	Hospital slip death inquiry planned 
5.34651E+17	Tue Nov 18 10:16:45 +0000 2014	VIDEO: Poor people 'will have fewer teeth' 
5.34616E+17	Tue Nov 18 07:55:16 +0000 2014	Care claim backlog to cost NHS £250m 
5.34515E+17	Tue Nov 18 01:13:17 +0000 2014	NHS ombudsman 'failing families' 
5.34515E+17	Tue Nov 18 01:13:17 +0000 2014	Tenth of British men 'pay for sex' 
5.34515E+17	Tue Nov 18 01:13:17 +0000 2014	Why nightshifts pile on the pounds 
5.3449E+17	Mon Nov 17 23:37:03 +0000 2014	VIDEO: 'I stayed for the love of my people' 
5.34417E+17	Mon Nov 17 18:44:13 +0000 2014	VIDEO: 'Bird flu not a threat to food safety' 
5.34365E+17	Mon Nov 17 15:17:27 +0000 2014	Better hospital food may become law 
5.34365E+17	Mon Nov 17 15:17:27 +0000 2014	Major incident' hospital cancels ops 
5.34355E+17	Mon Nov 17 14:39:57 +0000 2014	Sierra Leone Ebola doctor dies in US 
5.34355E+17	Mon Nov 17 14:39:57 +0000 2014	Drowning: 'Hidden childhood killer' 
5.34338E+17	Mon Nov 17 13:30:32 +0000 2014	VIDEO: 'Goggle camera' records Ebola crisis 
5.34338E+17	Mon Nov 17 13:30:31 +0000 2014	UK doctor on the Ebola front line 
5.3432E+17	Mon Nov 17 12:20:11 +0000 2014	Bird flu: What threat to humans? 
5.3432E+17	Mon Nov 17 12:20:11 +0000 2014	AUDIO: Alcoholism 'rising in women over 60' 
5.3432E+17	Mon Nov 17 12:20:10 +0000 2014	AUDIO: Ebola vaccine on track for January 
5.34294E+17	Mon Nov 17 10:37:24 +0000 2014	Dutch battle 'contagious' bird flu 
5.34285E+17	Mon Nov 17 10:01:28 +0000 2014	VIDEO: Call to help elderly after hospital 
5.34252E+17	Mon Nov 17 07:49:54 +0000 2014	VIDEO: Mediterranean diet 'best for obesity' 
5.34161E+17	Mon Nov 17 01:48:05 +0000 2014	One kiss 'shares 80 million bugs' 
5.34161E+17	Mon Nov 17 01:48:05 +0000 2014	Premature birth 'biggest killer' 
5.34161E+17	Mon Nov 17 01:48:05 +0000 2014	Mediterranean diet 'best for obesity' 
5.34161E+17	Mon Nov 17 01:48:05 +0000 2014	Bird flu case at Yorkshire duck farm 
5.33964E+17	Sun Nov 16 12:44:31 +0000 2014	Patients 'struggling to book with GP' 
5.33946E+17	Sun Nov 16 11:35:31 +0000 2014	"VIDEO: 'No NHS without migrants', says Major "
5.33922E+17	Sun Nov 16 09:58:44 +0000 2014	VIDEO: 'Epidemic of hunger' in the UK 
5.33922E+17	Sun Nov 16 09:58:44 +0000 2014	VIDEO: Patients 'struggling to see GPs' 
5.33887E+17	Sun Nov 16 07:37:53 +0000 2014	Surgeons warned over death rates 
5.33834E+17	Sun Nov 16 04:07:52 +0000 2014	VIDEO: New contraceptive device launched 
5.33697E+17	Sat Nov 15 19:02:35 +0000 2014	VIDEO: Colchester Hospital 'major incident' 
5.33697E+17	Sat Nov 15 19:02:35 +0000 2014	VIDEO: 'Major milestone' in polio battle 
5.33637E+17	Sat Nov 15 15:07:32 +0000 2014	Exotic pets and the risks to health 
5.33543E+17	Sat Nov 15 08:51:25 +0000 2014	Hospital declares 'major incident' 
5.33425E+17	Sat Nov 15 01:03:37 +0000 2014	Call for e-cigarette safety warnings 
5.33416E+17	Sat Nov 15 00:27:47 +0000 2014	Major milestone' in polio battle 
5.33292E+17	Fri Nov 14 16:12:57 +0000 2014	Two die after 'infected' kidney op 
5.33064E+17	Fri Nov 14 01:08:58 +0000 2014	Dry January' may do long-term good 
5.33064E+17	Fri Nov 14 01:08:58 +0000 2014	Wikipedia 'foresees virus outbreaks' 
5.33064E+17	Fri Nov 14 01:08:58 +0000 2014	Cancer rate to 'push NHS to limit' 
5.33064E+17	Fri Nov 14 01:08:58 +0000 2014	NHS has repeated data breaches 
5.33064E+17	Fri Nov 14 01:08:58 +0000 2014	Why the NHS is facing a tricky winter 
5.32949E+17	Thu Nov 13 17:32:15 +0000 2014	Plastics and premature baby warning 
5.32897E+17	Thu Nov 13 14:06:40 +0000 2014	Study questions B12 dementia advice 
5.3288E+17	Thu Nov 13 12:56:52 +0000 2014	Deep concern' at cancer drug cuts 
5.32861E+17	Thu Nov 13 11:42:48 +0000 2014	AUDIO: McDonald's 'transformed our palates' 
5.32842E+17	Thu Nov 13 10:25:46 +0000 2014	VIDEO: Inside the world's biggest blood bank 
5.32821E+17	Thu Nov 13 09:04:46 +0000 2014	Ebola drug clinical trials to start 
5.32821E+17	Thu Nov 13 09:04:46 +0000 2014	Tests begin in dentist virus probe 
5.32762E+17	Thu Nov 13 05:10:17 +0000 2014	NHS plans 'kitemark' for health apps 
5.32755E+17	Thu Nov 13 04:40:23 +0000 2014	Gene error 'reduces heart attacks' 
5.32755E+17	Thu Nov 13 04:40:23 +0000 2014	Christmas plea for blood donation 
5.32679E+17	Wed Nov 12 23:39:22 +0000 2014	VIDEO: 'We have poured in Ebola resources' 
5.32624E+17	Wed Nov 12 20:00:15 +0000 2014	VIDEO: Dental patient 'absolutely furious' 
5.32624E+17	Wed Nov 12 20:00:15 +0000 2014	Cancer Drugs Fund 'to be restricted' 
5.32592E+17	Wed Nov 12 17:54:03 +0000 2014	"Ebola outbreak deaths pass 5,000 "
5.32579E+17	Wed Nov 12 17:01:17 +0000 2014	Malaria warning for pregnant women 
5.32546E+17	Wed Nov 12 14:48:59 +0000 2014	Gay men 'should get anti-cancer jab' 
5.32512E+17	Wed Nov 12 12:36:52 +0000 2014	Third Ebola death confirmed in Mali 
5.32496E+17	Wed Nov 12 11:31:54 +0000 2014	VIDEO: Danish breakthrough with child obesity 
5.32459E+17	Wed Nov 12 09:04:14 +0000 2014	Patients recalled over virus risk 
5.32379E+17	Wed Nov 12 03:47:20 +0000 2014	Olympic borough Newham 'least active' 
5.32379E+17	Wed Nov 12 03:47:20 +0000 2014	Mind control used to switch on genes 
5.32244E+17	Tue Nov 11 18:49:40 +0000 2014	VIDEO: Blair: World 'too slow on Ebola' 
5.32228E+17	Tue Nov 11 17:48:43 +0000 2014	Lamb: NHS 'needs a cash injection' 
5.32207E+17	Tue Nov 11 16:22:22 +0000 2014	VIDEO: Serwotka's life-saving device 
5.3213E+17	Tue Nov 11 11:17:35 +0000 2014	Doughnut burger busts day's calories 
5.32077E+17	Tue Nov 11 07:46:04 +0000 2014	Midwife abortion objection case due 
5.32077E+17	Tue Nov 11 07:46:04 +0000 2014	Drugs treatment service set to close 
5.32027E+17	Tue Nov 11 04:26:25 +0000 2014	Care plan savings 'over-optimistic' 
5.31998E+17	Tue Nov 11 02:33:00 +0000 2014	Ban fruit juice from five-a-day' 
5.31934E+17	Mon Nov 10 22:17:44 +0000 2014	VIDEO: Geldof: 'Ebola is inhuman' 
5.31892E+17	Mon Nov 10 19:30:14 +0000 2014	Care home quality of life concerns 
5.31877E+17	Mon Nov 10 18:34:07 +0000 2014	Gates: Progress being made on Ebola 
5.31877E+17	Mon Nov 10 18:34:07 +0000 2014	Change in Ebola tactics needed - MSF 
5.31848E+17	Mon Nov 10 16:38:56 +0000 2014	Ad Breakdown: Sex and the e-cigarette 
5.31734E+17	Mon Nov 10 09:02:22 +0000 2014	NI test results due over Ebola virus 
5.31734E+17	Mon Nov 10 09:02:22 +0000 2014	VIDEO: UK sees rise in weight-loss surgery 
5.31638E+17	Mon Nov 10 02:43:05 +0000 2014	Hundreds of obese young need surgery 
5.31638E+17	Mon Nov 10 02:43:05 +0000 2014	First e-cig 'vaping' ad airing on TV 
5.31251E+17	Sun Nov 09 01:04:26 +0000 2014	Brain's taste secrets uncovered 
5.31233E+17	Sat Nov 08 23:52:05 +0000 2014	Have the Danes cracked childhood obesity? 
5.31119E+17	Sat Nov 08 16:21:30 +0000 2014	Amputation pain 'still a challenge' 
5.30911E+17	Sat Nov 08 02:35:27 +0000 2014	Anxious teens 'need tailored therapy' 
5.30911E+17	Sat Nov 08 02:35:27 +0000 2014	Testes 'most distinct human tissue' 
5.30645E+17	Fri Nov 07 08:57:18 +0000 2014	Inherited bugs may help weight loss 
5.30531E+17	Fri Nov 07 01:22:03 +0000 2014	Step to Parkinson's stem cell therapy 
5.30371E+17	Thu Nov 06 14:45:59 +0000 2014	Use 'old drugs' to treat cancer call 
5.30335E+17	Thu Nov 06 12:26:22 +0000 2014	Savile hospital abuse inquiry widens 
5.3032E+17	Thu Nov 06 11:25:00 +0000 2014	VIDEO: Hi-tech headset to guide blind people 
5.30303E+17	Thu Nov 06 10:19:04 +0000 2014	UN 'lacks resources' to fight Ebola 
5.30243E+17	Thu Nov 06 06:19:03 +0000 2014	VIDEO: Ebola chief: 'This disease is still a crisis' 
5.30201E+17	Thu Nov 06 03:33:31 +0000 2014	Happiness 'dips in midlife for rich' 
5.30201E+17	Thu Nov 06 03:33:31 +0000 2014	Cosmetic jabs 'safe if done right' 
5.30201E+17	Thu Nov 06 03:33:31 +0000 2014	Plant protein could be used in blood 
5.30175E+17	Thu Nov 06 01:48:51 +0000 2014	Ethical duty' to cut NHS waste 
5.30151E+17	Thu Nov 06 00:14:13 +0000 2014	VIDEO: Ebola vaccine trial expands in Mali 
5.29987E+17	Wed Nov 05 13:21:50 +0000 2014	VIDEO: Rare glimpse inside Broadmoor 
5.2996E+17	Wed Nov 05 11:34:38 +0000 2014	Drug users 'unaware of hepatitis C' 
5.2995E+17	Wed Nov 05 10:53:23 +0000 2014	Sierra Leone gets UK Ebola centre 
5.298E+17	Wed Nov 05 00:59:00 +0000 2014	Child mental health services 'unfit' 
5.29775E+17	Tue Nov 04 23:18:50 +0000 2014	VIDEO: Inside UK-funded Ebola centre 
5.29695E+17	Tue Nov 04 18:01:19 +0000 2014	VIDEO: Road separates living from dying 
5.29581E+17	Tue Nov 04 10:29:30 +0000 2014	Language checks for nurses proposed 
5.29574E+17	Tue Nov 04 10:01:51 +0000 2014	Appeal over foetal alcohol syndrome 
5.29452E+17	Tue Nov 04 01:54:45 +0000 2014	Sponge on a string' test for cancer 
5.29452E+17	Tue Nov 04 01:54:44 +0000 2014	Shift work dulls your brain - report 
5.29452E+17	Tue Nov 04 01:54:44 +0000 2014	VIDEO: David Shukman: Who discovered Ebola? 
5.29428E+17	Tue Nov 04 00:20:44 +0000 2014	VIDEO: US right-to-die advocate ends life 
5.29298E+17	Mon Nov 03 15:42:47 +0000 2014	Tobacco firms to challenge EU rules 
5.29269E+17	Mon Nov 03 13:47:52 +0000 2014	UK's Ebola appeal reaches £10m mark 
5.29269E+17	Mon Nov 03 13:47:52 +0000 2014	AUDIO: Weight loss surgery 'cured my diabetes' 
5.29269E+17	Mon Nov 03 13:47:52 +0000 2014	US right-to-die advocate ends life 
5.29229E+17	Mon Nov 03 11:08:04 +0000 2014	Ebola: London woman being tested 
5.29229E+17	Mon Nov 03 11:08:04 +0000 2014	VIDEO: Weight surgery 'cuts diabetes risk' 
5.29209E+17	Mon Nov 03 09:49:07 +0000 2014	Hike in checks for most vulnerable 
5.29209E+17	Mon Nov 03 09:49:07 +0000 2014	Weight surgery lowers diabetes risk 
5.28792E+17	Sun Nov 02 06:13:23 +0000 2014	Coolest car in London' saves lives 
5.28581E+17	Sat Nov 01 16:13:46 +0000 2014	Ebola appeal receives £4m in two days 
5.28471E+17	Sat Nov 01 08:58:05 +0000 2014	VIDEO: Stafford health trust services end 
5.28471E+17	Sat Nov 01 08:58:05 +0000 2014	VIDEO: Was there a cover-up over Primodos? 
5.28471E+17	Sat Nov 01 08:58:05 +0000 2014	VIDEO: 'I blogged my way to mental health' 
5.2843E+17	Sat Nov 01 06:16:16 +0000 2014	VIDEO: Ebola carers 'face discrimination' 
5.28371E+17	Sat Nov 01 02:20:06 +0000 2014	Some ethnic groups 'less cancer aware' 
5.28258E+17	Fri Oct 31 18:51:49 +0000 2014	UN chief defends Ebola aid workers 
5.28213E+17	Fri Oct 31 15:50:57 +0000 2014	VIDEO: Drinkers try the BBC booze calculator 
5.28087E+17	Fri Oct 31 07:33:22 +0000 2014	VIDEO: Wine vs doughnut: The hidden calories in booze 
5.28078E+17	Fri Oct 31 06:56:20 +0000 2014	VIDEO: The makeshift 'protection' for Ebola 
5.27994E+17	Fri Oct 31 01:21:31 +0000 2014	Genes 'play role in Ebola survival' 
5.27978E+17	Fri Oct 31 00:17:07 +0000 2014	VIDEO: Lab for world’s worst animal viruses 
5.27978E+17	Fri Oct 31 00:17:07 +0000 2014	Booze 'should have calorie labels' 
5.27876E+17	Thu Oct 30 17:35:36 +0000 2014	Why scratching 'intensifies itching' 
5.2786E+17	Thu Oct 30 16:29:49 +0000 2014	New strike by NHS staff announced 
5.2786E+17	Thu Oct 30 16:29:49 +0000 2014	Joined-up care: The elephant in the room 
5.27817E+17	Thu Oct 30 13:38:26 +0000 2014	Cancer survival rates 'improving' 
5.27782E+17	Thu Oct 30 11:19:54 +0000 2014	AUDIO: 'We want sperm donors to be proud' 
5.27782E+17	Thu Oct 30 11:19:54 +0000 2014	VIDEO: UK national sperm bank starts work 
5.27765E+17	Thu Oct 30 10:12:40 +0000 2014	VIDEO: Care plan 'to ease hospital pressure' 
5.27738E+17	Thu Oct 30 08:27:16 +0000 2014	VIDEO: 'Drug abuse should be a health issue' 
5.27738E+17	Thu Oct 30 08:27:16 +0000 2014	VIDEO: Tough laws 'do not stop drug use' 
5.27738E+17	Thu Oct 30 08:27:16 +0000 2014	VIDEO: 'My son died after taking legal high' 
5.27635E+17	Thu Oct 30 01:35:22 +0000 2014	Study points to new autism risks 
5.27627E+17	Thu Oct 30 01:05:30 +0000 2014	UK national sperm bank starts work 
5.27627E+17	Thu Oct 30 01:05:30 +0000 2014	Care plan 'to ease hospital pressure' 
5.27528E+17	Wed Oct 29 18:30:23 +0000 2014	NHS trusts counting on bailouts 
5.27456E+17	Wed Oct 29 13:42:54 +0000 2014	Dementia tops female causes of death 
5.27434E+17	Wed Oct 29 12:17:30 +0000 2014	Ebola: The right to refuse to treat 
5.27434E+17	Wed Oct 29 12:17:30 +0000 2014	AUDIO: Carer: Low pay leads to poor care 
5.27417E+17	Wed Oct 29 11:09:28 +0000 2014	Failure' in care of injured veterans 
5.274E+17	Wed Oct 29 10:02:26 +0000 2014	VIDEO: How to spot the signs of a stroke? 
5.27375E+17	Wed Oct 29 08:20:56 +0000 2014	VIDEO: Women not aware of stroke risk 
5.27365E+17	Wed Oct 29 07:41:49 +0000 2014	Disasters group launches Ebola appeal 
5.27365E+17	Wed Oct 29 07:41:49 +0000 2014	K bladder: UK's secret ketamine epidemic 
5.27268E+17	Wed Oct 29 01:18:21 +0000 2014	Drinking milk 'may not protect bones' 
5.27268E+17	Wed Oct 29 01:18:21 +0000 2014	Drugs fund 'papers over cracks' 
5.27268E+17	Wed Oct 29 01:18:21 +0000 2014	NHS screening advice 'must improve' 
5.27153E+17	Tue Oct 28 17:40:50 +0000 2014	Google developing a cancer detector 
5.27062E+17	Tue Oct 28 11:41:04 +0000 2014	Surgery halted by 'incomplete' data 
5.27031E+17	Tue Oct 28 09:36:08 +0000 2014	VIDEO: Fears for Scope care home residents 
5.27031E+17	Tue Oct 28 09:36:07 +0000 2014	VIDEO: Robbie sings during wife's labour 
5.26907E+17	Tue Oct 28 01:24:55 +0000 2014	Body has 'rush hour' transformation 
5.26888E+17	Tue Oct 28 00:05:45 +0000 2014	Mental health spending 'too low' 
5.26854E+17	Mon Oct 27 21:52:16 +0000 2014	VIDEO: Helping NHS staff cope in Liberia 
5.26786E+17	Mon Oct 27 17:22:20 +0000 2014	How NHS staff will help treat Ebola 
5.26786E+17	Mon Oct 27 17:22:19 +0000 2014	How NHS staff will help treat Ebola 
5.26715E+17	Mon Oct 27 12:39:11 +0000 2014	Tribute to FGM 'warrior' Efua Dorkenoo 
5.26527E+17	Mon Oct 27 00:11:32 +0000 2014	Ebola crisis 'may harm malaria fight' 
5.26335E+17	Sun Oct 26 11:31:11 +0000 2014	Scandalous scaremongering' over NHS 
5.26157E+17	Sat Oct 25 23:42:17 +0000 2014	10 things you may not know about laughter 
5.25995E+17	Sat Oct 25 12:58:04 +0000 2014	Jones 'not afraid' of NHS scrutiny 
5.25952E+17	Sat Oct 25 10:10:02 +0000 2014	"Ebola outbreak cases pass 10,000 "
